site,plot,treatment,sp,ID,plantings,age,flag,background,background_sp,background_density,density_level,survival,fungicide,focal,foc,bg,plotf,early_aug_severity,jul_severity,jun_severity,late_aug_severity,may_severity
D3,3,fungicide,Ev,3,1,seedling,red,Mv,Mv,16,medium,1,1,Ev seedling,s,m,D33f,0.02756266719291539,0.02219099016897065,0.06604812044752992,0.5496137384892883,NA
D3,3,fungicide,Ev,A,1,adult,red,Mv,Mv,16,medium,1,1,Ev adult,a,m,D33f,0.01889395710031289,0.03346380644322927,0.01065394586072667,0.9519229574401988,NA
D4,3,fungicide,Ev,1,1,seedling,red,Mv,Mv,16,medium,1,1,Ev seedling,s,m,D43f,0.07701065724650687,0.00995635090260003,0.00597053083417263,0.464516275652322,NA
D4,3,fungicide,Ev,2,1,seedling,red,Mv,Mv,16,medium,1,1,Ev seedling,s,m,D43f,0.07701065724650687,0.00995635090260003,0.00597053083417263,0.464516275652322,NA
D4,3,fungicide,Ev,3,1,seedling,red,Mv,Mv,16,medium,1,1,Ev seedling,s,m,D43f,0.07701065724650687,0.00995635090260003,0.00597053083417263,0.464516275652322,NA
D4,3,fungicide,Ev,A,1,adult,red,Mv,Mv,16,medium,1,1,Ev adult,a,m,D43f,0.7646191934975913,0.01615607637887613,0.0570410640443639,0.3905058266466302,5.035056706457187e-4
D1,4,fungicide,Ev,1,1,seedling,red,Mv,Mv,64,high,1,1,Ev seedling,s,m,D14f,0.06536604075203446,0.06208277868266802,0.04972592612825829,0.4534125511571958,NA
D1,4,fungicide,Ev,2,1,seedling,red,Mv,Mv,64,high,1,1,Ev seedling,s,m,D14f,0.06536604075203446,0.06208277868266802,0.04972592612825829,0.4534125511571958,NA
D1,4,fungicide,Ev,3,1,seedling,red,Mv,Mv,64,high,1,1,Ev seedling,s,m,D14f,0.06536604075203446,0.06208277868266802,0.04972592612825829,0.4534125511571958,NA
D1,4,fungicide,Ev,A,1,adult,red,Mv,Mv,64,high,1,1,Ev adult,a,m,D14f,0.13350072808175012,0.08096208613557955,0.00337938669370458,NA,NA
D2,4,fungicide,Ev,1,1,seedling,red,Mv,Mv,64,high,1,1,Ev seedling,s,m,D24f,0.09516462935878024,0.01622662143922076,0.02412139253621821,0.6321746720940983,NA
D2,4,fungicide,Ev,2,1,seedling,red,Mv,Mv,64,high,1,1,Ev seedling,s,m,D24f,0.09516462935878024,0.01622662143922076,0.02412139253621821,0.6321746720940983,NA
D2,4,fungicide,Ev,3,1,seedling,red,Mv,Mv,64,high,1,1,Ev seedling,s,m,D24f,0.09516462935878024,0.01622662143922076,0.02412139253621821,0.6321746720940983,NA
D2,4,fungicide,Ev,A,1,adult,red,Mv,Mv,64,high,1,1,Ev adult,a,m,D24f,0.08835120710785652,0.0365587558216394,0.00992516171087599,0.5738722434479523,NA
D3,4,fungicide,Ev,1,1,seedling,red,Mv,Mv,64,high,1,1,Ev seedling,s,m,D34f,0.04895986515851914,0.03108766292672587,0.01438108596983741,0.2997678804221357,NA
D3,4,fungicide,Ev,2,1,seedling,red,Mv,Mv,64,high,1,1,Ev seedling,s,m,D34f,0.04895986515851914,0.03108766292672587,0.01438108596983741,0.2997678804221357,NA
D3,4,fungicide,Ev,3,1,seedling,red,Mv,Mv,64,high,1,1,Ev seedling,s,m,D34f,0.04895986515851914,0.03108766292672587,0.01438108596983741,0.2997678804221357,NA
D3,4,fungicide,Ev,A,1,adult,red,Mv,Mv,64,high,1,1,Ev adult,a,m,D34f,0.15692227409163356,0.08306116339533322,0.10423032974545796,NA,0.02853269173241896
D4,4,fungicide,Ev,1,1,seedling,red,Mv,Mv,64,high,1,1,Ev seedling,s,m,D44f,0.05494423299440817,0.03083658346884055,0.04407403707706107,0.5548755867806284,NA
D4,4,fungicide,Ev,2,1,seedling,red,Mv,Mv,64,high,1,1,Ev seedling,s,m,D44f,0.05494423299440817,0.03083658346884055,0.04407403707706107,0.5548755867806284,NA
D4,4,fungicide,Ev,3,1,seedling,red,Mv,Mv,64,high,1,1,Ev seedling,s,m,D44f,0.05494423299440817,0.03083658346884055,0.04407403707706107,0.5548755867806284,NA
D4,4,fungicide,Ev,A,1,adult,red,Mv,Mv,64,high,1,1,Ev adult,a,m,D44f,0.09896612438286864,0.00207371864609934,0.1311368923532433,0.6513507835805218,9.625343216964016e-4
D1,5,fungicide,Ev,1,1,seedling,red,Ev seedling,Ev,4,low,1,1,Ev seedling,s,s,D15f,0.12218770111030082,0.07311806946411999,0.05549426398116595,0.4371271905391496,NA
D1,5,fungicide,Ev,2,1,seedling,red,Ev seedling,Ev,4,low,1,1,Ev seedling,s,s,D15f,0.12218770111030082,0.07311806946411999,0.05549426398116595,0.4371271905391496,NA
D1,5,fungicide,Ev,3,1,seedling,red,Ev seedling,Ev,4,low,1,1,Ev seedling,s,s,D15f,0.12218770111030082,0.07311806946411999,0.05549426398116595,0.4371271905391496,NA
D1,5,fungicide,Ev,A,1,adult,red,Ev seedling,Ev,4,low,1,1,Ev adult,a,s,D15f,NA,0.06462991374012389,0.06433585048404948,0.7432473629656728,0.06466452069492958
D2,5,fungicide,Ev,1,1,seedling,red,Ev seedling,Ev,4,low,1,1,Ev seedling,s,s,D25f,0.06283468224483,0.03504851839960676,0.00365838209294272,0.421567255553612,NA
D2,5,fungicide,Ev,2,1,seedling,red,Ev seedling,Ev,4,low,1,1,Ev seedling,s,s,D25f,0.06283468224483,0.03504851839960676,0.00365838209294272,0.421567255553612,NA
D2,5,fungicide,Ev,3,1,seedling,red,Ev seedling,Ev,4,low,1,1,Ev seedling,s,s,D25f,0.06283468224483,0.03504851839960676,0.00365838209294272,0.421567255553612,NA
D2,5,fungicide,Ev,A,1,adult,red,Ev seedling,Ev,4,low,1,1,Ev adult,a,s,D25f,0.10713672566041398,0.02325581395348837,0.04800525801166864,0.945632018513299,0
D3,5,fungicide,Ev,1,1,seedling,red,Ev seedling,Ev,4,low,1,1,Ev seedling,s,s,D35f,0.09399755378007574,0.01411652682196962,0.04944284574803596,0.6118859037307333,NA
D3,5,fungicide,Ev,2,1,seedling,red,Ev seedling,Ev,4,low,1,1,Ev seedling,s,s,D35f,0.09399755378007574,0.01411652682196962,0.04944284574803596,0.6118859037307333,NA
D3,5,fungicide,Ev,3,1,seedling,red,Ev seedling,Ev,4,low,1,1,Ev seedling,s,s,D35f,0.09399755378007574,0.01411652682196962,0.04944284574803596,0.6118859037307333,NA
D3,5,fungicide,Ev,A,1,adult,red,Ev seedling,Ev,4,low,1,1,Ev adult,a,s,D35f,0.1610736156831013,0.07465798141179404,0.02235708981812112,0.4029512893982808,NA
D4,5,fungicide,Ev,1,1,seedling,red,Ev seedling,Ev,4,low,1,1,Ev seedling,s,s,D45f,0.07590504062238901,0.00372584182870437,0.0884278312352093,0.4222475669099756,NA
D4,5,fungicide,Ev,2,1,seedling,red,Ev seedling,Ev,4,low,1,1,Ev seedling,s,s,D45f,0.07590504062238901,0.00372584182870437,0.0884278312352093,0.4222475669099756,NA
D4,5,fungicide,Ev,3,1,seedling,red,Ev seedling,Ev,4,low,1,1,Ev seedling,s,s,D45f,0.07590504062238901,0.00372584182870437,0.0884278312352093,0.4222475669099756,NA
D1,6,fungicide,Ev,1,1,seedling,red,Ev seedling,Ev,8,medium,1,1,Ev seedling,s,s,D16f,0.01943744048171861,0.0689160198233892,0.01429736582320621,0.35990288654045965,NA
D1,6,fungicide,Ev,2,1,seedling,red,Ev seedling,Ev,8,medium,1,1,Ev seedling,s,s,D16f,0.01943744048171861,0.0689160198233892,0.01429736582320621,0.35990288654045965,NA
D1,6,fungicide,Ev,3,1,seedling,red,Ev seedling,Ev,8,medium,1,1,Ev seedling,s,s,D16f,0.01943744048171861,0.0689160198233892,0.01429736582320621,0.35990288654045965,NA
D1,6,fungicide,Ev,A,1,adult,red,Ev seedling,Ev,8,medium,1,1,Ev adult,a,s,D16f,0.07076780443244643,NA,0.15778935447807974,0.9613248710829037,2.894165248239144e-4
D2,6,fungicide,Ev,1,1,seedling,red,Ev seedling,Ev,8,medium,1,1,Ev seedling,s,s,D26f,NA,0.01273443888163651,0.02068525210747379,0.6271414662440701,NA
D2,6,fungicide,Ev,2,1,seedling,red,Ev seedling,Ev,8,medium,1,1,Ev seedling,s,s,D26f,NA,0.01273443888163651,0.02068525210747379,0.6271414662440701,NA
D2,6,fungicide,Ev,3,1,seedling,red,Ev seedling,Ev,8,medium,1,1,Ev seedling,s,s,D26f,NA,0.01273443888163651,0.02068525210747379,0.6271414662440701,NA
D3,6,fungicide,Ev,1,1,seedling,red,Ev seedling,Ev,8,medium,1,1,Ev seedling,s,s,D36f,0.19290904430224565,0.03358708404295569,0.05541905488649094,0.8114138402634415,NA
D3,6,fungicide,Ev,2,1,seedling,red,Ev seedling,Ev,8,medium,1,1,Ev seedling,s,s,D36f,0.19290904430224565,0.03358708404295569,0.05541905488649094,0.8114138402634415,NA
D3,6,fungicide,Ev,3,1,seedling,red,Ev seedling,Ev,8,medium,1,1,Ev seedling,s,s,D36f,0.19290904430224565,0.03358708404295569,0.05541905488649094,0.8114138402634415,NA
D3,6,fungicide,Ev,A,1,adult,red,Ev seedling,Ev,8,medium,1,1,Ev adult,a,s,D36f,0.1913823745075376,0.08537728870207642,0.1436749949661341,0.49555056472349707,NA
D4,6,fungicide,Ev,1,1,seedling,red,Ev seedling,Ev,8,medium,1,1,Ev seedling,s,s,D46f,0.26281172386229906,0.03307789886488235,0.00574933118695496,0.627428347629024,NA
D4,6,fungicide,Ev,2,1,seedling,red,Ev seedling,Ev,8,medium,1,1,Ev seedling,s,s,D46f,0.26281172386229906,0.03307789886488235,0.00574933118695496,0.627428347629024,NA
D4,6,fungicide,Ev,3,1,seedling,red,Ev seedling,Ev,8,medium,1,1,Ev seedling,s,s,D46f,0.26281172386229906,0.03307789886488235,0.00574933118695496,0.627428347629024,NA
D4,6,fungicide,Ev,A,1,adult,red,Ev seedling,Ev,8,medium,1,1,Ev adult,a,s,D46f,0.2619518034723583,0.09883894446990872,0.03388217721560656,0.8696642738656215,0.00112638883171179
D1,7,fungicide,Ev,1,1,seedling,red,Ev seedling,Ev,16,high,1,1,Ev seedling,s,s,D17f,0.06123955723166434,0.09437871839102945,0.03935705134370358,0.5518467380977374,NA
D1,7,fungicide,Ev,2,1,seedling,red,Ev seedling,Ev,16,high,1,1,Ev seedling,s,s,D17f,0.06123955723166434,0.09437871839102945,0.03935705134370358,0.5518467380977374,NA
D1,7,fungicide,Ev,3,1,seedling,red,Ev seedling,Ev,16,high,1,1,Ev seedling,s,s,D17f,0.06123955723166434,0.09437871839102945,0.03935705134370358,0.5518467380977374,NA
D1,7,fungicide,Ev,A,1,adult,red,Ev seedling,Ev,16,high,1,1,Ev adult,a,s,D17f,0.03331711833657633,0.25645078632971396,0.00248854152996699,0.2620231101930153,NA
D2,7,fungicide,Ev,1,1,seedling,red,Ev seedling,Ev,16,high,1,1,Ev seedling,s,s,D27f,0.09954086023799873,0.04684149966478299,0.11806621359077646,0.35604204804952155,NA
D2,7,fungicide,Ev,2,1,seedling,red,Ev seedling,Ev,16,high,1,1,Ev seedling,s,s,D27f,0.09954086023799873,0.04684149966478299,0.11806621359077646,0.35604204804952155,NA
D2,7,fungicide,Ev,3,1,seedling,red,Ev seedling,Ev,16,high,1,1,Ev seedling,s,s,D27f,0.09954086023799873,0.04684149966478299,0.11806621359077646,0.35604204804952155,NA
D2,7,fungicide,Ev,A,1,adult,red,Ev seedling,Ev,16,high,1,1,Ev adult,a,s,D27f,0.03503853757929557,0.01010868623884991,0.18859601390128347,0.4825703400362651,0.02260842171584584
D3,7,fungicide,Ev,1,1,seedling,red,Ev seedling,Ev,16,high,1,1,Ev seedling,s,s,D37f,0.26448581898372814,0.16357800609920117,0.2866439851567262,0.8183962594319151,NA
D3,7,fungicide,Ev,2,1,seedling,red,Ev seedling,Ev,16,high,1,1,Ev seedling,s,s,D37f,0.26448581898372814,0.16357800609920117,0.2866439851567262,0.8183962594319151,NA
D3,7,fungicide,Ev,3,1,seedling,red,Ev seedling,Ev,16,high,1,1,Ev seedling,s,s,D37f,0.26448581898372814,0.16357800609920117,0.2866439851567262,0.8183962594319151,NA
D3,7,fungicide,Ev,A,1,adult,red,Ev seedling,Ev,16,high,1,1,Ev adult,a,s,D37f,0.28609608161759015,0.02559194466400652,0.06221182105870723,0.5175736132474709,0.00400907102939985
D4,7,fungicide,Ev,1,1,seedling,red,Ev seedling,Ev,16,high,1,1,Ev seedling,s,s,D47f,0.11634223836346608,0.03502746817301754,0.1110682313210639,0.7395061152680332,NA
D4,7,fungicide,Ev,2,1,seedling,red,Ev seedling,Ev,16,high,1,1,Ev seedling,s,s,D47f,0.11634223836346608,0.03502746817301754,0.1110682313210639,0.7395061152680332,NA
D4,7,fungicide,Ev,3,1,seedling,red,Ev seedling,Ev,16,high,1,1,Ev seedling,s,s,D47f,0.11634223836346608,0.03502746817301754,0.1110682313210639,0.7395061152680332,NA
D4,7,fungicide,Ev,A,1,adult,red,Ev seedling,Ev,16,high,1,1,Ev adult,a,s,D47f,0.4198855997359375,0.18368108057405497,0.02326863021247933,0.3267407560601278,9.682762467371176e-4
D1,8,fungicide,Ev,1,1,seedling,red,Ev adult,Ev,2,low,1,1,Ev seedling,s,a,D18f,0.01463208355098806,0.05336576491794229,0.03001381086698321,0.4032540618418578,NA
D1,8,fungicide,Ev,2,1,seedling,red,Ev adult,Ev,2,low,1,1,Ev seedling,s,a,D18f,0.01463208355098806,0.05336576491794229,0.03001381086698321,0.4032540618418578,NA
D1,8,fungicide,Ev,3,1,seedling,red,Ev adult,Ev,2,low,1,1,Ev seedling,s,a,D18f,0.01463208355098806,0.05336576491794229,0.03001381086698321,0.4032540618418578,NA
D1,8,fungicide,Ev,A,1,adult,red,Ev adult,Ev,2,low,1,1,Ev adult,a,a,D18f,0.01538637974281538,NA,0.09184087463432342,0.3208627280355533,7.350199591328902e-5
D2,8,fungicide,Ev,1,1,seedling,red,Ev adult,Ev,2,low,1,1,Ev seedling,s,a,D28f,0.07822925527784151,0.01063720847338313,0.0015148187466114,0.7136882941588066,NA
D2,8,fungicide,Ev,2,1,seedling,red,Ev adult,Ev,2,low,1,1,Ev seedling,s,a,D28f,0.07822925527784151,0.01063720847338313,0.0015148187466114,0.7136882941588066,NA
D2,8,fungicide,Ev,3,1,seedling,red,Ev adult,Ev,2,low,1,1,Ev seedling,s,a,D28f,0.07822925527784151,0.01063720847338313,0.0015148187466114,0.7136882941588066,NA
D2,8,fungicide,Ev,A,1,adult,red,Ev adult,Ev,2,low,1,1,Ev adult,a,a,D28f,0.5664522083467988,0.11274672818120972,0.00675419475950321,0.5551115862621943,4.122173872557842e-5
D3,8,fungicide,Ev,1,1,seedling,red,Ev adult,Ev,2,low,1,1,Ev seedling,s,a,D38f,0.08437154696132597,0.03205797200778416,0.1661996665719754,0.7367369598423056,NA
D3,8,fungicide,Ev,2,1,seedling,red,Ev adult,Ev,2,low,1,1,Ev seedling,s,a,D38f,0.08437154696132597,0.03205797200778416,0.1661996665719754,0.7367369598423056,NA
D3,8,fungicide,Ev,3,1,seedling,red,Ev adult,Ev,2,low,1,1,Ev seedling,s,a,D38f,0.08437154696132597,0.03205797200778416,0.1661996665719754,0.7367369598423056,NA
D3,8,fungicide,Ev,A,1,adult,red,Ev adult,Ev,2,low,1,1,Ev adult,a,a,D38f,0.5509005032907472,0.16011619749591793,0.132271651113196,0.722240353234786,0.00985255181664171
D4,8,fungicide,Ev,1,1,seedling,red,Ev adult,Ev,2,low,1,1,Ev seedling,s,a,D48f,0.1987282450801313,0.02779450077304915,0.00947335302651588,0.35929328796119153,NA
D4,8,fungicide,Ev,2,1,seedling,red,Ev adult,Ev,2,low,1,1,Ev seedling,s,a,D48f,0.1987282450801313,0.02779450077304915,0.00947335302651588,0.35929328796119153,NA
D4,8,fungicide,Ev,3,1,seedling,red,Ev adult,Ev,2,low,1,1,Ev seedling,s,a,D48f,0.1987282450801313,0.02779450077304915,0.00947335302651588,0.35929328796119153,NA
D4,8,fungicide,Ev,A,1,adult,red,Ev adult,Ev,2,low,1,1,Ev adult,a,a,D48f,0.08578924589169147,0.05074193580024126,0.01663769641484477,0.4424646887882679,NA
D1,9,fungicide,Ev,1,1,seedling,red,Ev adult,Ev,4,medium,1,1,Ev seedling,s,a,D19f,0.01028071563980833,0.17395713633028284,0.08072681190616718,0.3723416020974426,NA
D1,9,fungicide,Ev,2,1,seedling,red,Ev adult,Ev,4,medium,1,1,Ev seedling,s,a,D19f,0.01028071563980833,0.17395713633028284,0.08072681190616718,0.3723416020974426,NA
D1,9,fungicide,Ev,3,1,seedling,red,Ev adult,Ev,4,medium,1,1,Ev seedling,s,a,D19f,0.01028071563980833,0.17395713633028284,0.08072681190616718,0.3723416020974426,NA
D1,9,fungicide,Ev,A,1,adult,red,Ev adult,Ev,4,medium,1,1,Ev adult,a,a,D19f,0.00921166805216515,0.10966487583123569,0.19818062936690767,0.9468215380379256,0.00823627321932809
D2,9,fungicide,Ev,1,1,seedling,red,Ev adult,Ev,4,medium,1,1,Ev seedling,s,a,D29f,NA,0.01949979359362473,0.00556065466163457,NA,NA
D2,9,fungicide,Ev,2,1,seedling,red,Ev adult,Ev,4,medium,1,1,Ev seedling,s,a,D29f,NA,0.01949979359362473,0.00556065466163457,NA,NA
D2,9,fungicide,Ev,3,1,seedling,red,Ev adult,Ev,4,medium,1,1,Ev seedling,s,a,D29f,NA,0.01949979359362473,0.00556065466163457,NA,NA
D2,9,fungicide,Ev,A,1,adult,red,Ev adult,Ev,4,medium,1,1,Ev adult,a,a,D29f,0.241775962324886,0.05615248403219927,1.1186832611632084e-4,0.1898461103745082,1.4790231994060992e-4
D3,9,fungicide,Ev,1,1,seedling,red,Ev adult,Ev,4,medium,1,1,Ev seedling,s,a,D39f,0.3351042598997452,0.02661241781222147,0.0405853778515649,0.5849010726947427,NA
D3,9,fungicide,Ev,2,1,seedling,red,Ev adult,Ev,4,medium,1,1,Ev seedling,s,a,D39f,0.3351042598997452,0.02661241781222147,0.0405853778515649,0.5849010726947427,NA
D3,9,fungicide,Ev,3,1,seedling,red,Ev adult,Ev,4,medium,1,1,Ev seedling,s,a,D39f,0.3351042598997452,0.02661241781222147,0.0405853778515649,0.5849010726947427,NA
D3,9,fungicide,Ev,A,1,adult,red,Ev adult,Ev,4,medium,1,1,Ev adult,a,a,D39f,0.5091643411070131,0.23503193040022485,0.5568447868642801,0.4712163496023285,0.08449260034416234
D4,9,fungicide,Ev,1,1,seedling,red,Ev adult,Ev,4,medium,1,1,Ev seedling,s,a,D49f,0.19245827185847977,0.13424698120898368,0.00705217175332739,0.6339079598452599,NA
D4,9,fungicide,Ev,2,1,seedling,red,Ev adult,Ev,4,medium,1,1,Ev seedling,s,a,D49f,0.19245827185847977,0.13424698120898368,0.00705217175332739,0.6339079598452599,NA
D4,9,fungicide,Ev,3,1,seedling,red,Ev adult,Ev,4,medium,1,1,Ev seedling,s,a,D49f,0.19245827185847977,0.13424698120898368,0.00705217175332739,0.6339079598452599,NA
D4,9,fungicide,Ev,A,1,adult,red,Ev adult,Ev,4,medium,1,1,Ev adult,a,a,D49f,0.1810917702278752,0.15614553335176778,0.03135648957395342,NA,0.03490551454192549
D1,10,fungicide,Ev,1,1,seedling,red,Ev adult,Ev,8,high,1,1,Ev seedling,s,a,D110f,0.03721022104546946,0.1320450546257336,0.46616669678343464,0.6886124864146841,NA
D1,10,fungicide,Ev,2,1,seedling,red,Ev adult,Ev,8,high,1,1,Ev seedling,s,a,D110f,0.03721022104546946,0.1320450546257336,0.46616669678343464,0.6886124864146841,NA
D1,10,fungicide,Ev,3,1,seedling,red,Ev adult,Ev,8,high,1,1,Ev seedling,s,a,D110f,0.03721022104546946,0.1320450546257336,0.46616669678343464,0.6886124864146841,NA
D1,10,fungicide,Ev,A,1,adult,red,Ev adult,Ev,8,high,1,1,Ev adult,a,a,D110f,0.0506544968521621,0,9.083745798767568e-5,NA,0.01185116966755119
D2,10,fungicide,Ev,1,1,seedling,red,Ev adult,Ev,8,high,1,1,Ev seedling,s,a,D210f,0.0578419676289357,0.08045817101323201,0.03513507934545439,0.7642409091205787,NA
D2,10,fungicide,Ev,2,1,seedling,red,Ev adult,Ev,8,high,1,1,Ev seedling,s,a,D210f,0.0578419676289357,0.08045817101323201,0.03513507934545439,0.7642409091205787,NA
D2,10,fungicide,Ev,3,1,seedling,red,Ev adult,Ev,8,high,1,1,Ev seedling,s,a,D210f,0.0578419676289357,0.08045817101323201,0.03513507934545439,0.7642409091205787,NA
D3,10,fungicide,Ev,1,1,seedling,red,Ev adult,Ev,8,high,1,1,Ev seedling,s,a,D310f,0.4788521017884453,0.10812815804109158,0.18380207539492216,NA,NA
D3,10,fungicide,Ev,2,1,seedling,red,Ev adult,Ev,8,high,1,1,Ev seedling,s,a,D310f,0.4788521017884453,0.10812815804109158,0.18380207539492216,NA,NA
D3,10,fungicide,Ev,3,1,seedling,red,Ev adult,Ev,8,high,1,1,Ev seedling,s,a,D310f,0.4788521017884453,0.10812815804109158,0.18380207539492216,NA,NA
D3,10,fungicide,Ev,A,1,adult,red,Ev adult,Ev,8,high,1,1,Ev adult,a,a,D310f,0.6022271208556572,0.12104047368813446,0.16693693957400307,NA,0.01094137089037075
D4,10,fungicide,Ev,1,1,seedling,red,Ev adult,Ev,8,high,1,1,Ev seedling,s,a,D410f,0.25714157197048576,0.07736125927402027,0.02925703535151884,0.6162548065235066,NA
D4,10,fungicide,Ev,2,1,seedling,red,Ev adult,Ev,8,high,1,1,Ev seedling,s,a,D410f,0.25714157197048576,0.07736125927402027,0.02925703535151884,0.6162548065235066,NA
D4,10,fungicide,Ev,3,1,seedling,red,Ev adult,Ev,8,high,1,1,Ev seedling,s,a,D410f,0.25714157197048576,0.07736125927402027,0.02925703535151884,0.6162548065235066,NA
D4,10,fungicide,Ev,A,1,adult,red,Ev adult,Ev,8,high,1,1,Ev adult,a,a,D410f,NA,0.14852333826852646,0.11315838349248354,NA,NA
